rowId,backgroundId,frameId,clothId,mode
164,450,164,6,ipj
165,397,165,2,ipj
166,996,166,5,ipj
167,221,167,2,ipj
168,484,168,5,ipj
169,1069,169,2,ipj
170,819,170,4,ipj
171,675,171,3,ipj
172,628,172,3,ipj
173,264,173,5,ipj
174,646,174,1,ipj
175,198,175,4,ipj
176,177,176,0,ipj
177,603,177,5,ipj
178,339,178,3,ipj
179,910,179,0,ipj
180,741,180,0,ipj
181,671,181,6,ipj
182,724,182,5,ipj
183,363,183,5,ipj
184,644,184,5,ipj
185,838,185,3,ipj
186,670,186,5,ipj
187,868,187,1,ipj
188,749,188,3,ipj
189,534,189,1,ipj
190,611,190,3,ipj
191,1056,191,0,ipj
192,550,192,5,ipj
193,120,193,3,ipj
194,996,194,5,ipj
195,419,195,0,ipj
196,1100,196,3,ipj
197,491,197,5,ipj
198,1061,198,3,ipj
199,840,199,1,ipj
200,1127,200,4,ipj
201,903,201,4,ipj
202,1023,202,3,ipj
203,591,203,0,ipj
204,1077,204,3,ipj
205,895,205,2,ipj
206,30,206,4,ipj
207,347,207,0,ipj
208,800,208,6,ipj
209,893,209,5,ipj
210,399,210,6,ipj
211,19,211,0,ipj
212,208,212,6,ipj
213,1067,213,0,ipj
214,1070,214,4,ipj
215,280,215,0,ipj
216,1097,216,6,ipj
217,231,217,4,ipj
218,1075,218,2,ipj
219,934,219,6,ipj
220,244,220,5,ipj
221,1006,221,0,ipj
222,95,222,3,ipj
223,655,223,1,ipj
224,203,224,4,ipj
225,1189,225,6,ipj
226,510,226,0,ipj
227,351,227,6,ipj
228,171,228,2,ipj
229,506,229,3,ipj
230,264,230,0,ipj
231,482,231,0,ipj
232,529,232,5,ipj
233,622,233,1,ipj
234,141,234,1,ipj
235,718,235,2,ipj
236,1169,236,2,ipj
237,1086,237,1,ipj
238,699,238,3,ipj
239,729,239,1,ipj
240,333,240,5,ipj
241,1194,241,3,ipj
242,929,242,4,ipj
243,1194,243,4,ipj
244,966,244,1,ipj
245,129,245,4,ipj
246,314,246,6,ipj
247,803,247,5,ipj
248,1095,248,6,ipj
249,122,249,6,ipj
250,445,250,4,ipj
251,399,251,4,ipj
252,1046,252,6,ipj
253,894,253,3,ipj
254,1001,254,5,ipj
255,955,255,4,ipj
256,959,256,3,ipj
257,832,257,6,ipj
258,792,258,1,ipj
259,960,259,3,ipj
260,595,260,6,ipj
261,1199,261,0,ipj
262,435,262,6,ipj
263,1204,263,3,ipj
264,450,264,6,ipj
265,1127,265,0,ipj
266,597,266,0,ipj
267,446,267,0,ipj
268,541,268,2,ipj
269,70,269,1,ipj
270,972,270,1,ipj
271,423,271,2,ipj
272,251,272,2,ipj
273,963,273,3,ipj
274,179,274,2,ipj
275,145,275,0,ipj
276,306,276,4,ipj
277,297,277,5,ipj
278,937,278,6,ipj
279,679,279,0,ipj
280,360,280,0,ipj
281,639,281,5,ipj
282,547,282,0,ipj
283,817,283,2,ipj
284,1076,284,5,ipj
285,536,285,4,ipj
286,462,286,4,ipj
287,981,287,3,ipj
288,981,288,6,ipj
289,463,289,0,ipj
290,187,290,4,ipj
291,723,291,5,ipj
292,661,292,5,ipj
293,1186,293,3,ipj
294,577,294,3,ipj
295,193,295,3,ipj
296,261,296,6,ipj
297,405,297,4,ipj
298,869,298,1,ipj
299,806,299,5,ipj
300,1045,300,4,ipj
301,484,301,5,ipj
302,181,302,2,ipj
303,777,303,5,ipj
304,354,304,6,ipj
305,788,305,5,ipj
306,225,306,3,ipj
307,290,307,1,ipj
308,1175,308,4,ipj
309,202,309,2,ipj
310,940,310,3,ipj
311,520,311,1,ipj
312,519,312,4,ipj
313,821,313,3,ipj
314,1142,314,2,ipj
315,227,315,1,ipj
316,931,316,1,ipj
317,819,317,3,ipj
318,976,318,4,ipj
319,334,319,3,ipj
320,292,320,2,ipj
321,1149,321,4,ipj
322,1151,322,5,ipj
323,789,323,6,ipj
324,509,324,2,ipj
325,57,325,4,ipj
326,435,326,3,ipj
327,1043,327,4,ipj
328,940,328,3,ipj
329,320,329,0,ipj
330,66,330,2,ipj
331,758,331,3,ipj
332,819,332,5,ipj
333,1154,333,4,ipj
334,309,334,5,ipj
335,903,335,6,ipj
336,478,336,5,ipj
337,1076,337,5,ipj
338,865,338,2,ipj
339,227,339,4,ipj
340,150,340,0,ipj
341,93,341,6,ipj
342,800,342,3,ipj
343,45,343,0,ipj
344,1080,344,2,ipj
345,298,345,3,ipj
346,1091,346,1,ipj
347,1012,347,0,ipj
348,395,348,6,ipj
349,877,349,3,ipj
350,614,350,3,ipj
351,910,351,2,ipj
352,61,352,1,ipj
353,182,353,4,ipj
354,89,354,0,ipj
355,874,355,6,ipj
356,339,356,3,ipj
357,996,357,3,ipj
358,1148,358,4,ipj
359,311,359,5,ipj
360,13,360,0,ipj
361,601,361,4,ipj
362,386,362,5,ipj
363,180,363,5,ipj
364,238,364,2,ipj
365,755,365,2,ipj
366,585,366,6,ipj
367,547,367,3,ipj
368,1157,368,5,ipj
369,98,369,1,ipj
370,622,370,0,ipj
371,901,371,4,ipj
372,62,372,3,ipj
373,772,373,0,ipj
374,67,374,3,ipj
375,125,375,5,ipj
376,541,376,6,ipj
377,191,377,6,ipj
378,571,378,1,ipj
379,1194,379,5,ipj
380,621,380,0,ipj
381,160,381,3,ipj
382,129,382,1,ipj
383,284,383,6,ipj
384,271,384,2,ipj
385,410,385,0,ipj
386,818,386,1,ipj
387,488,387,1,ipj
388,270,388,0,ipj
389,336,389,5,ipj
390,630,390,5,ipj
391,502,391,4,ipj
392,103,392,0,ipj
393,634,393,0,ipj
394,1021,394,1,ipj
395,980,395,6,ipj
396,785,396,0,ipj
397,151,397,5,ipj
398,349,398,0,ipj
399,51,399,4,ipj
400,1061,400,0,ipj
401,457,401,5,ipj
402,1037,402,6,ipj
403,918,403,6,ipj
404,276,404,1,ipj
405,644,405,4,ipj
406,1095,406,6,ipj
407,145,407,6,ipj
408,819,408,4,ipj
409,44,409,1,ipj
410,418,410,5,ipj
411,323,411,4,ipj
412,692,412,4,ipj
413,779,413,1,ipj
414,782,414,6,ipj
415,212,415,1,ipj
416,580,416,4,ipj
417,360,417,4,ipj
418,340,418,2,ipj
419,805,419,3,ipj
420,35,420,6,ipj
421,426,421,0,ipj
422,957,422,5,ipj
423,579,423,5,ipj
424,345,424,5,ipj
425,153,425,4,ipj
426,764,426,3,ipj
427,40,427,6,ipj
428,920,428,0,ipj
429,105,429,2,ipj
430,1065,430,6,ipj
431,356,431,2,ipj
432,974,432,6,ipj
433,250,433,0,ipj
434,61,434,2,ipj
435,1096,435,4,ipj
436,543,436,2,ipj
437,325,437,3,ipj
438,1154,438,1,ipj
439,12,439,6,ipj
440,698,440,6,ipj
441,273,441,5,ipj
442,985,442,4,ipj
443,560,443,1,ipj
444,903,444,5,ipj
445,108,445,4,ipj
446,787,446,5,ipj
447,354,447,5,ipj
448,507,448,4,ipj
449,213,449,1,ipj
450,366,450,0,ipj
451,937,451,2,ipj
452,310,452,1,ipj
453,443,453,5,ipj
454,1048,454,4,ipj
455,670,455,0,ipj
456,312,456,3,ipj
457,111,457,2,ipj
458,189,458,2,ipj
459,872,459,5,ipj
460,76,460,0,ipj
461,827,461,3,ipj
462,507,462,6,ipj
463,645,463,1,ipj
464,405,464,6,ipj
465,481,465,0,ipj
466,17,466,2,ipj
467,641,467,4,ipj
468,946,468,6,ipj
469,150,469,4,ipj
470,1074,470,0,ipj
471,181,471,6,ipj
472,6,472,2,ipj
473,612,473,5,ipj
474,606,474,1,ipj
475,288,475,2,ipj
476,1009,476,2,ipj
477,139,477,6,ipj
478,674,478,1,ipj
479,833,479,5,ipj
480,653,480,3,ipj
481,351,481,4,ipj
482,45,482,2,ipj
483,538,483,6,ipj
484,801,484,1,ipj
485,463,485,3,ipj
486,249,486,6,ipj
487,320,487,5,ipj
488,233,488,5,ipj
489,903,489,0,ipj
490,794,490,2,ipj
491,634,491,3,ipj
492,1067,492,3,ipj
493,590,493,4,ipj
494,1147,494,5,ipj
495,685,495,3,ipj
496,583,496,4,ipj
497,809,497,0,ipj
498,935,498,3,ipj
499,1077,499,0,ipj
500,49,500,1,ipj
501,175,501,1,ipj
502,207,502,3,ipj
503,1035,503,5,ipj
504,345,504,6,ipj
505,1215,505,0,ipj
506,334,506,4,ipj
507,302,507,5,ipj
508,762,508,0,ipj
509,195,509,2,ipj
510,630,510,4,ipj
511,337,511,2,ipj
512,700,512,1,ipj
513,1070,513,0,ipj
514,996,514,0,ipj
515,471,515,4,ipj
516,1159,516,5,ipj
517,774,517,0,ipj
518,874,518,5,ipj
519,892,519,6,ipj
520,365,520,1,ipj
521,940,521,6,ipj
522,51,522,6,ipj
523,1007,523,0,ipj
524,217,524,4,ipj
525,326,525,2,ipj
526,639,526,1,ipj
527,641,527,5,ipj
528,728,528,3,ipj
529,799,529,4,ipj
530,1203,530,1,ipj
531,302,531,1,ipj
532,456,532,5,ipj
533,514,533,3,ipj
534,273,534,5,ipj
535,929,535,3,ipj
536,187,536,3,ipj
537,459,537,1,ipj
538,552,538,2,ipj
539,482,539,1,ipj
540,169,540,0,ipj
541,994,541,2,ipj
542,157,542,3,ipj
543,426,543,2,ipj
544,922,544,0,ipj
545,614,545,5,ipj
546,444,546,0,ipj
547,125,547,1,ipj
548,914,548,1,ipj
549,566,549,5,ipj
550,1157,550,6,ipj
551,918,551,3,ipj
552,836,552,4,ipj
553,965,553,0,ipj
554,78,554,5,ipj
555,979,555,3,ipj
556,543,556,2,ipj
557,599,557,1,ipj
558,695,558,4,ipj
559,165,559,0,ipj
560,578,560,0,ipj
561,721,561,5,ipj
562,213,562,4,ipj
563,783,563,4,ipj
564,639,564,1,ipj
565,676,565,0,ipj
566,1141,566,6,ipj
567,851,567,4,ipj
568,912,568,1,ipj
569,636,569,2,ipj
570,325,570,2,ipj
571,135,571,2,ipj
572,203,572,4,ipj
573,1007,573,0,ipj
574,108,574,2,ipj
575,113,575,4,ipj
576,122,576,3,ipj
577,919,577,0,ipj
578,463,578,5,ipj
579,1115,579,3,ipj
580,668,580,6,ipj
581,620,581,3,ipj
582,1123,582,6,ipj
583,55,583,2,ipj
584,606,584,0,ipj
585,27,585,0,ipj
586,250,586,3,ipj
587,1194,587,3,ipj
588,328,588,5,ipj
589,143,589,6,ipj
590,368,590,6,ipj
591,418,591,5,ipj
592,1025,592,3,ipj
593,1017,593,2,ipj
594,409,594,4,ipj
595,745,595,0,ipj
596,798,596,0,ipj
597,293,597,2,ipj
598,724,598,4,ipj
599,283,599,5,ipj
600,265,600,5,ipj
601,593,601,5,ipj
602,223,602,4,ipj
603,739,603,6,ipj
604,1066,604,5,ipj
605,396,605,3,ipj
606,1141,606,3,ipj
607,609,607,0,ipj
608,974,608,5,ipj
609,437,609,2,ipj
610,617,610,2,ipj
611,343,611,6,ipj
612,596,612,6,ipj
613,929,613,6,ipj
614,1011,614,1,ipj
615,1034,615,5,ipj
616,411,616,2,ipj
617,948,617,2,ipj
618,1137,618,0,ipj
619,218,619,1,ipj
620,623,620,3,ipj
621,1176,621,1,ipj
622,389,622,6,ipj
623,659,623,6,ipj
624,24,624,2,ipj
625,40,625,6,ipj
626,1176,626,1,ipj
627,259,627,4,ipj
628,688,628,6,ipj
629,587,629,2,ipj
630,981,630,0,ipj
631,101,631,0,ipj
632,1018,632,1,ipj
633,285,633,6,ipj
634,236,634,1,ipj
635,67,635,4,ipj
636,465,636,2,ipj
637,715,637,4,ipj
638,155,638,2,ipj
639,570,639,5,ipj
640,667,640,0,ipj
641,849,641,1,ipj
642,1212,642,2,ipj
643,319,643,1,ipj
644,55,644,0,ipj
645,1104,645,6,ipj
646,84,646,2,ipj
647,1196,647,2,ipj
648,626,648,0,ipj
649,505,649,5,ipj
650,728,650,1,ipj
651,989,651,2,ipj
652,645,652,2,ipj
653,680,653,3,ipj
654,776,654,4,ipj
655,1067,655,3,ipj
656,160,656,2,ipj
657,888,657,0,ipj
658,704,658,2,ipj
659,1028,659,1,ipj
660,793,660,6,ipj
661,1072,661,4,ipj
662,743,662,3,ipj
663,235,663,3,ipj
664,985,664,4,ipj
665,1032,665,1,ipj
666,694,666,5,ipj
667,1181,667,4,ipj
668,801,668,6,ipj
669,325,669,1,ipj
670,716,670,1,ipj
671,595,671,3,ipj
672,7,672,1,ipj
673,160,673,0,ipj
674,414,674,0,ipj
675,295,675,1,ipj
676,658,676,4,ipj
677,412,677,1,ipj
678,611,678,1,ipj
679,1133,679,4,ipj
680,497,680,4,ipj
681,728,681,1,ipj
682,130,682,3,ipj
683,143,683,2,ipj
684,956,684,1,ipj
685,434,685,3,ipj
686,450,686,1,ipj
687,614,687,2,ipj
688,726,688,2,ipj
689,1099,689,2,ipj
690,742,690,3,ipj
691,186,691,2,ipj
692,341,692,5,ipj
693,996,693,6,ipj
694,58,694,5,ipj
695,117,695,0,ipj
696,878,696,1,ipj
697,1097,697,5,ipj
698,102,698,4,ipj
699,880,699,4,ipj
700,469,700,3,ipj
701,361,701,5,ipj
702,1094,702,1,ipj
703,457,703,2,ipj
704,3,704,6,ipj
705,1032,705,2,ipj
706,599,706,5,ipj
707,1107,707,6,ipj
708,305,708,5,ipj
709,704,709,0,ipj
710,246,710,5,ipj
711,319,711,6,ipj
712,32,712,6,ipj
713,428,713,0,ipj
714,684,714,2,ipj
715,1127,715,1,ipj
716,375,716,5,ipj
717,211,717,0,ipj
718,1082,718,0,ipj
719,1126,719,1,ipj
720,899,720,2,ipj
721,468,721,0,ipj
722,697,722,1,ipj
723,963,723,2,ipj
724,645,724,6,ipj
725,7,725,0,ipj
726,189,726,3,ipj
727,77,727,1,ipj
728,92,728,4,ipj
729,57,729,6,ipj
730,942,730,3,ipj
731,353,731,1,ipj
732,418,732,4,ipj
733,1086,733,4,ipj
734,833,734,2,ipj
735,746,735,5,ipj
736,233,736,3,ipj
737,139,737,1,ipj
738,409,738,4,ipj
739,210,739,5,ipj
740,266,740,3,ipj
741,726,741,3,ipj
742,529,742,5,ipj
743,406,743,4,ipj
744,1091,744,1,ipj
745,790,745,6,ipj
746,390,746,5,ipj
747,899,747,0,ipj
748,964,748,0,ipj
749,843,749,2,ipj
750,111,750,6,ipj
751,978,751,2,ipj
752,7,752,0,ipj
753,614,753,5,ipj
754,1203,754,6,ipj
755,755,755,3,ipj
756,133,756,3,ipj
757,272,757,3,ipj
758,586,758,6,ipj
759,42,759,3,ipj
760,190,760,2,ipj
761,937,761,4,ipj
762,1198,762,0,ipj
763,703,763,0,ipj
764,663,764,0,ipj
765,112,765,2,ipj
766,222,766,4,ipj
767,164,767,0,ipj
768,6,768,1,ipj
769,1037,769,0,ipj
770,357,770,0,ipj
771,771,771,6,ipj
772,275,772,3,ipj
773,484,773,3,ipj
774,850,774,3,ipj
775,494,775,3,ipj
776,414,776,4,ipj
777,568,777,1,ipj
778,34,778,6,ipj
779,724,779,6,ipj
780,827,780,3,ipj
781,785,781,2,ipj
782,164,782,5,ipj
783,308,783,5,ipj
784,1044,784,2,ipj
785,1117,785,5,ipj
786,522,786,2,ipj
787,135,787,3,ipj
788,226,788,5,ipj
789,265,789,5,ipj
790,774,790,1,ipj
791,518,791,4,ipj
792,727,792,6,ipj
793,557,793,5,ipj
794,1204,794,0,ipj
795,681,795,4,ipj
796,1025,796,2,ipj
797,1060,797,5,ipj
798,333,798,1,ipj
799,421,799,5,ipj
800,644,800,5,ipj
801,351,801,5,ipj
802,1059,802,0,ipj
803,254,803,4,ipj
804,505,804,1,ipj
805,866,805,0,ipj
806,191,806,6,ipj
807,1178,807,2,ipj
808,909,808,0,ipj
809,306,809,0,ipj
810,1159,810,3,ipj
811,56,811,0,ipj
812,330,812,3,ipj
813,547,813,1,ipj
814,132,814,2,ipj
815,675,815,1,ipj
816,139,816,4,ipj
817,13,817,5,ipj
818,442,818,6,ipj
819,555,819,2,ipj
820,435,820,0,ipj
821,1163,821,5,ipj
822,450,822,6,ipj
823,388,823,3,ipj
824,19,824,6,ipj
825,332,825,0,ipj
826,642,826,3,ipj
827,643,827,4,ipj
828,613,828,3,ipj
829,1028,829,0,ipj
830,1172,830,2,ipj
831,1056,831,5,ipj
832,782,832,5,ipj
833,1135,833,5,ipj
834,932,834,6,ipj
835,405,835,1,ipj
836,695,836,5,ipj
837,1,837,0,ipj
838,225,838,5,ipj
839,473,839,0,ipj
840,462,840,6,ipj
841,985,841,1,ipj
842,571,842,3,ipj
843,1003,843,4,ipj
844,705,844,4,ipj
845,77,845,3,ipj
846,37,846,6,ipj
847,712,847,2,ipj
848,705,848,0,ipj
849,386,849,3,ipj
850,800,850,0,ipj
851,1032,851,5,ipj
852,985,852,4,ipj
853,396,853,6,ipj
854,430,854,1,ipj
855,430,855,0,ipj
856,434,856,6,ipj
857,971,857,3,ipj
858,144,858,0,ipj
859,782,859,1,ipj
860,11,860,0,ipj
861,507,861,1,ipj
862,367,862,1,ipj
863,223,863,6,ipj
864,569,864,6,ipj
865,800,865,2,ipj
866,1022,866,0,ipj
867,4,867,6,ipj
868,1167,868,1,ipj
869,112,869,5,ipj
870,70,870,2,ipj
871,74,871,4,ipj
872,268,872,5,ipj
873,787,873,0,ipj
874,768,874,1,ipj
875,393,875,4,ipj
876,821,876,2,ipj
877,114,877,3,ipj
878,809,878,5,ipj
879,447,879,2,ipj
880,43,880,1,ipj
881,939,881,4,ipj
882,461,882,5,ipj
883,425,883,2,ipj
884,857,884,6,ipj
885,778,885,3,ipj
886,646,886,6,ipj
887,652,887,4,ipj
888,6,888,1,ipj
889,505,889,4,ipj
890,1036,890,2,ipj
891,755,891,0,ipj
892,2,892,0,ipj
893,914,893,3,ipj
894,595,894,0,ipj
895,406,895,1,ipj
896,106,896,0,ipj
897,1119,897,4,ipj
898,131,898,2,ipj
899,1204,899,4,ipj
900,918,900,4,ipj
901,834,901,2,ipj
902,66,902,3,ipj
903,1010,903,5,ipj
904,156,904,1,ipj
905,973,905,0,ipj
906,807,906,1,ipj
907,163,907,3,ipj
908,248,908,5,ipj
909,306,909,3,ipj
910,1025,910,5,ipj
911,996,911,6,ipj
912,830,912,1,ipj
913,2,913,2,ipj
914,874,914,5,ipj
915,146,915,0,ipj
916,1015,916,5,ipj
917,825,917,6,ipj
918,1025,918,6,ipj
919,270,919,0,ipj
920,1182,920,6,ipj
921,1206,921,0,ipj
922,1171,922,5,ipj
923,19,923,0,ipj
924,593,924,5,ipj
925,927,925,3,ipj
926,307,926,0,ipj
927,553,927,1,ipj
928,1131,928,5,ipj
929,3,929,1,ipj
930,716,930,6,ipj
931,1154,931,0,ipj
932,751,932,3,ipj
933,1034,933,3,ipj
934,636,934,1,ipj
