comment : Use 2D joint annotation of LSP to manipulate human model
date : 10.09
name : LSP2D3D
outputFolder : /q/cache/lsp_2d_3d/render_output/
tasktype : LSP3Dtask
rowId,mode,LSPPoseId
461,ij,462
462,ij,463
463,ij,464
464,ij,465
465,ij,466
466,ij,467
467,ij,468
468,ij,469
469,ij,470
470,ij,471
471,ij,472
472,ij,473
473,ij,474
474,ij,475
475,ij,476
476,ij,477
477,ij,478
478,ij,479
479,ij,480
480,ij,481
481,ij,482
482,ij,483
483,ij,484
484,ij,485
485,ij,486
486,ij,487
487,ij,488
488,ij,489
489,ij,490
490,ij,491
491,ij,492
492,ij,493
493,ij,494
494,ij,495
495,ij,496
496,ij,497
497,ij,498
498,ij,499
499,ij,500
500,ij,501
501,ij,502
502,ij,503
503,ij,504
504,ij,505
505,ij,506
506,ij,507
507,ij,508
508,ij,509
509,ij,510
510,ij,511
511,ij,512
512,ij,513
513,ij,514
514,ij,515
515,ij,516
516,ij,517
517,ij,518
518,ij,519
519,ij,520
520,ij,521
521,ij,522
522,ij,523
523,ij,524
524,ij,525
525,ij,526
526,ij,527
527,ij,528
528,ij,529
529,ij,530
530,ij,531
531,ij,532
532,ij,533
533,ij,534
534,ij,535
535,ij,536
536,ij,537
537,ij,538
538,ij,539
539,ij,540
540,ij,541
541,ij,542
542,ij,543
543,ij,544
544,ij,545
545,ij,546
546,ij,547
547,ij,548
548,ij,549
549,ij,550
550,ij,551
551,ij,552
552,ij,553
553,ij,554
554,ij,555
555,ij,556
556,ij,557
557,ij,558
558,ij,559
559,ij,560
560,ij,561
561,ij,562
562,ij,563
563,ij,564
564,ij,565
565,ij,566
566,ij,567
567,ij,568
568,ij,569
569,ij,570
570,ij,571
571,ij,572
572,ij,573
573,ij,574
574,ij,575
575,ij,576
576,ij,577
577,ij,578
578,ij,579
579,ij,580
580,ij,581
581,ij,582
582,ij,583
583,ij,584
584,ij,585
585,ij,586
586,ij,587
587,ij,588
588,ij,589
589,ij,590
590,ij,591
591,ij,592
592,ij,593
593,ij,594
594,ij,595
595,ij,596
596,ij,597
597,ij,598
598,ij,599
599,ij,600
600,ij,601
601,ij,602
602,ij,603
603,ij,604
604,ij,605
605,ij,606
606,ij,607
607,ij,608
608,ij,609
609,ij,610
610,ij,611
611,ij,612
612,ij,613
613,ij,614
614,ij,615
615,ij,616
616,ij,617
617,ij,618
618,ij,619
619,ij,620
620,ij,621
621,ij,622
622,ij,623
623,ij,624
624,ij,625
625,ij,626
626,ij,627
627,ij,628
628,ij,629
629,ij,630
630,ij,631
631,ij,632
632,ij,633
633,ij,634
634,ij,635
635,ij,636
636,ij,637
637,ij,638
638,ij,639
639,ij,640
640,ij,641
641,ij,642
642,ij,643
643,ij,644
644,ij,645
645,ij,646
646,ij,647
647,ij,648
648,ij,649
649,ij,650
650,ij,651
651,ij,652
652,ij,653
653,ij,654
654,ij,655
655,ij,656
656,ij,657
657,ij,658
658,ij,659
659,ij,660
660,ij,661
661,ij,662
662,ij,663
663,ij,664
664,ij,665
665,ij,666
666,ij,667
667,ij,668
668,ij,669
669,ij,670
670,ij,671
671,ij,672
672,ij,673
673,ij,674
674,ij,675
675,ij,676
676,ij,677
677,ij,678
678,ij,679
679,ij,680
680,ij,681
681,ij,682
682,ij,683
683,ij,684
684,ij,685
685,ij,686
686,ij,687
687,ij,688
688,ij,689
689,ij,690
690,ij,691
691,ij,692
692,ij,693
693,ij,694
694,ij,695
695,ij,696
696,ij,697
697,ij,698
698,ij,699
699,ij,700
700,ij,701
701,ij,702
702,ij,703
703,ij,704
704,ij,705
705,ij,706
706,ij,707
707,ij,708
708,ij,709
709,ij,710
710,ij,711
711,ij,712
712,ij,713
713,ij,714
714,ij,715
715,ij,716
716,ij,717
717,ij,718
718,ij,719
719,ij,720
720,ij,721
721,ij,722
722,ij,723
723,ij,724
724,ij,725
725,ij,726
726,ij,727
727,ij,728
728,ij,729
729,ij,730
730,ij,731
731,ij,732
732,ij,733
733,ij,734
734,ij,735
735,ij,736
736,ij,737
737,ij,738
738,ij,739
739,ij,740
740,ij,741
741,ij,742
742,ij,743
743,ij,744
744,ij,745
745,ij,746
746,ij,747
747,ij,748
748,ij,749
749,ij,750
750,ij,751
751,ij,752
752,ij,753
753,ij,754
754,ij,755
755,ij,756
756,ij,757
757,ij,758
758,ij,759
759,ij,760
760,ij,761
761,ij,762
762,ij,763
763,ij,764
764,ij,765
765,ij,766
766,ij,767
767,ij,768
768,ij,769
769,ij,770
770,ij,771
771,ij,772
772,ij,773
773,ij,774
774,ij,775
775,ij,776
776,ij,777
777,ij,778
778,ij,779
779,ij,780
780,ij,781
781,ij,782
782,ij,783
783,ij,784
784,ij,785
785,ij,786
786,ij,787
787,ij,788
788,ij,789
789,ij,790
790,ij,791
791,ij,792
792,ij,793
793,ij,794
794,ij,795
795,ij,796
796,ij,797
797,ij,798
798,ij,799
799,ij,800
800,ij,801
801,ij,802
802,ij,803
803,ij,804
804,ij,805
805,ij,806
806,ij,807
807,ij,808
808,ij,809
809,ij,810
810,ij,811
811,ij,812
812,ij,813
813,ij,814
814,ij,815
815,ij,816
816,ij,817
817,ij,818
818,ij,819
819,ij,820
820,ij,821
821,ij,822
822,ij,823
823,ij,824
824,ij,825
825,ij,826
826,ij,827
827,ij,828
828,ij,829
829,ij,830
830,ij,831
831,ij,832
832,ij,833
833,ij,834
834,ij,835
835,ij,836
836,ij,837
837,ij,838
838,ij,839
839,ij,840
840,ij,841
841,ij,842
842,ij,843
843,ij,844
844,ij,845
845,ij,846
846,ij,847
847,ij,848
848,ij,849
849,ij,850
850,ij,851
851,ij,852
852,ij,853
853,ij,854
854,ij,855
855,ij,856
856,ij,857
857,ij,858
858,ij,859
859,ij,860
860,ij,861
861,ij,862
862,ij,863
863,ij,864
864,ij,865
865,ij,866
866,ij,867
867,ij,868
868,ij,869
869,ij,870
870,ij,871
871,ij,872
872,ij,873
873,ij,874
874,ij,875
875,ij,876
876,ij,877
877,ij,878
878,ij,879
879,ij,880
880,ij,881
881,ij,882
882,ij,883
883,ij,884
884,ij,885
885,ij,886
886,ij,887
887,ij,888
888,ij,889
889,ij,890
890,ij,891
891,ij,892
892,ij,893
893,ij,894
894,ij,895
895,ij,896
896,ij,897
897,ij,898
898,ij,899
899,ij,900
900,ij,901
901,ij,902
902,ij,903
903,ij,904
904,ij,905
905,ij,906
906,ij,907
907,ij,908
908,ij,909
909,ij,910
910,ij,911
911,ij,912
912,ij,913
913,ij,914
914,ij,915
915,ij,916
916,ij,917
917,ij,918
918,ij,919
919,ij,920
920,ij,921
921,ij,922
922,ij,923
923,ij,924
924,ij,925
925,ij,926
926,ij,927
927,ij,928
928,ij,929
929,ij,930
930,ij,931
931,ij,932
932,ij,933
933,ij,934
934,ij,935
935,ij,936
936,ij,937
937,ij,938
938,ij,939
939,ij,940
940,ij,941
941,ij,942
942,ij,943
943,ij,944
944,ij,945
945,ij,946
946,ij,947
947,ij,948
948,ij,949
949,ij,950
950,ij,951
951,ij,952
952,ij,953
953,ij,954
954,ij,955
955,ij,956
956,ij,957
957,ij,958
958,ij,959
959,ij,960
960,ij,961
961,ij,962
962,ij,963
963,ij,964
964,ij,965
965,ij,966
966,ij,967
967,ij,968
968,ij,969
969,ij,970
970,ij,971
971,ij,972
972,ij,973
973,ij,974
974,ij,975
975,ij,976
976,ij,977
977,ij,978
978,ij,979
979,ij,980
980,ij,981
981,ij,982
982,ij,983
983,ij,984
984,ij,985
985,ij,986
986,ij,987
987,ij,988
988,ij,989
989,ij,990
990,ij,991
991,ij,992
992,ij,993
993,ij,994
994,ij,995
995,ij,996
996,ij,997
997,ij,998
998,ij,999
999,ij,1000
