bgFolder : //background/INRIA/
clothFolder : //textures/cloth/color/
comment : Use 2D joint annotation of LSP to manipulate human model
date : 10.15
name : LSP2D3D
outputFolder : /q/cache/lsp_2d_3d/render_output/
tasktype : LSP3Dtask
rowId,mode,LSPPoseId,clothId,backgroundId
94,ijd,95,1,141
95,ijd,96,3,398
96,ijd,97,1,562
97,ijd,98,2,544
98,ijd,99,1,808
99,ijd,100,1,1062
100,ijd,101,0,685
101,ijd,102,1,206
102,ijd,103,1,805
103,ijd,104,0,371
104,ijd,105,1,61
105,ijd,106,1,561
106,ijd,107,4,993
107,ijd,108,0,294
108,ijd,109,1,995
109,ijd,110,0,623
110,ijd,111,1,1137
111,ijd,112,0,541
112,ijd,113,3,164
113,ijd,114,0,980
114,ijd,115,3,229
115,ijd,116,1,971
116,ijd,117,3,956
117,ijd,118,1,981
118,ijd,119,2,112
119,ijd,120,1,581
120,ijd,121,0,8
121,ijd,122,4,699
122,ijd,123,1,1085
123,ijd,124,2,1098
124,ijd,125,1,450
125,ijd,126,1,377
126,ijd,127,0,932
127,ijd,128,0,423
128,ijd,129,3,245
129,ijd,130,4,180
130,ijd,131,4,676
131,ijd,132,3,1000
132,ijd,133,1,414
133,ijd,134,2,547
134,ijd,135,3,200
135,ijd,136,0,362
136,ijd,137,1,657
137,ijd,138,4,116
138,ijd,139,3,65
139,ijd,140,0,306
140,ijd,141,4,574
141,ijd,142,3,237
142,ijd,143,2,717
143,ijd,144,3,911
144,ijd,145,4,209
145,ijd,146,2,909
146,ijd,147,0,215
147,ijd,148,2,423
148,ijd,149,4,40
149,ijd,150,0,1212
150,ijd,151,4,974
151,ijd,152,1,864
152,ijd,153,3,470
153,ijd,154,2,960
154,ijd,155,0,961
155,ijd,156,0,981
156,ijd,157,2,1042
157,ijd,158,0,340
158,ijd,159,4,694
159,ijd,160,0,202
160,ijd,161,2,200
161,ijd,162,0,1214
162,ijd,163,0,674
163,ijd,164,4,775
164,ijd,165,4,1158
165,ijd,166,0,935
166,ijd,167,0,719
167,ijd,168,3,787
168,ijd,169,3,590
169,ijd,170,4,248
170,ijd,171,4,911
171,ijd,172,3,745
172,ijd,173,0,875
173,ijd,174,4,150
174,ijd,175,0,632
175,ijd,176,4,799
176,ijd,177,0,362
177,ijd,178,4,23
178,ijd,179,0,776
179,ijd,180,2,1193
180,ijd,181,1,446
181,ijd,182,0,507
182,ijd,183,2,413
183,ijd,184,2,761
184,ijd,185,3,941
185,ijd,186,0,131
186,ijd,187,0,1110
187,ijd,188,4,156
188,ijd,189,4,834
189,ijd,190,4,104
190,ijd,191,2,69
191,ijd,192,2,1132
192,ijd,193,2,1070
193,ijd,194,3,1088
194,ijd,195,0,761
195,ijd,196,4,258
196,ijd,197,1,142
197,ijd,198,1,215
198,ijd,199,0,398
199,ijd,200,3,806
200,ijd,201,1,867
201,ijd,202,2,250
202,ijd,203,2,467
203,ijd,204,2,41
204,ijd,205,4,1054
205,ijd,206,3,823
206,ijd,207,2,759
207,ijd,208,2,945
208,ijd,209,2,688
209,ijd,210,4,9
210,ijd,211,1,985
211,ijd,212,2,900
212,ijd,213,1,955
213,ijd,214,4,350
214,ijd,215,0,735
215,ijd,216,3,1094
216,ijd,217,4,121
217,ijd,218,3,462
218,ijd,219,3,755
219,ijd,220,4,815
220,ijd,221,1,1201
221,ijd,222,0,1216
222,ijd,223,3,153
223,ijd,224,2,749
224,ijd,225,2,561
225,ijd,226,0,646
226,ijd,227,3,1086
227,ijd,228,2,298
228,ijd,229,2,741
229,ijd,230,1,169
230,ijd,231,0,741
231,ijd,232,1,1208
232,ijd,233,4,493
233,ijd,234,1,87
234,ijd,235,0,935
235,ijd,236,3,1191
236,ijd,237,2,554
237,ijd,238,4,742
238,ijd,239,2,339
239,ijd,240,1,1195
240,ijd,241,1,488
241,ijd,242,2,95
242,ijd,243,1,415
243,ijd,244,2,699
244,ijd,245,1,200
245,ijd,246,0,479
246,ijd,247,1,965
247,ijd,248,1,989
248,ijd,249,2,95
249,ijd,250,1,803
250,ijd,251,1,591
251,ijd,252,4,212
252,ijd,253,2,855
253,ijd,254,4,322
254,ijd,255,1,952
255,ijd,256,4,612
256,ijd,257,4,810
257,ijd,258,2,253
258,ijd,259,3,222
259,ijd,260,4,576
260,ijd,261,1,434
261,ijd,262,0,901
262,ijd,263,1,552
263,ijd,264,0,759
264,ijd,265,0,764
265,ijd,266,0,324
266,ijd,267,2,678
267,ijd,268,2,416
268,ijd,269,0,61
269,ijd,270,1,996
270,ijd,271,4,746
271,ijd,272,4,742
272,ijd,273,0,887
273,ijd,274,1,807
274,ijd,275,1,178
275,ijd,276,3,239
276,ijd,277,1,308
277,ijd,278,2,1076
278,ijd,279,2,270
279,ijd,280,2,229
280,ijd,281,4,607
281,ijd,282,1,628
282,ijd,283,3,75
283,ijd,284,0,959
284,ijd,285,4,543
285,ijd,286,3,503
286,ijd,287,4,732
287,ijd,288,2,1133
288,ijd,289,1,144
289,ijd,290,4,27
290,ijd,291,1,520
291,ijd,292,0,871
292,ijd,293,2,251
293,ijd,294,0,377
294,ijd,295,3,367
295,ijd,296,0,1156
296,ijd,297,3,857
297,ijd,298,2,1207
298,ijd,299,1,656
299,ijd,300,0,1100
300,ijd,301,3,366
301,ijd,302,4,837
302,ijd,303,0,1032
303,ijd,304,3,754
304,ijd,305,4,1011
305,ijd,306,1,819
306,ijd,307,1,229
307,ijd,308,1,1171
308,ijd,309,4,102
309,ijd,310,3,442
310,ijd,311,4,1163
311,ijd,312,0,634
312,ijd,313,4,193
313,ijd,314,4,1147
314,ijd,315,4,114
315,ijd,316,1,279
316,ijd,317,2,1201
317,ijd,318,4,242
318,ijd,319,4,1010
319,ijd,320,1,936
320,ijd,321,3,293
321,ijd,322,1,133
322,ijd,323,3,1211
323,ijd,324,4,53
324,ijd,325,0,746
325,ijd,326,1,537
326,ijd,327,4,643
327,ijd,328,1,629
328,ijd,329,1,36
329,ijd,330,0,427
330,ijd,331,1,188
331,ijd,332,2,405
332,ijd,333,1,115
333,ijd,334,1,1108
334,ijd,335,4,608
335,ijd,336,4,331
336,ijd,337,3,838
337,ijd,338,0,47
338,ijd,339,2,220
339,ijd,340,3,357
340,ijd,341,4,367
341,ijd,342,3,893
342,ijd,343,2,316
343,ijd,344,0,279
344,ijd,345,1,35
345,ijd,346,0,40
346,ijd,347,2,460
347,ijd,348,4,891
348,ijd,349,3,435
349,ijd,350,3,289
350,ijd,351,0,473
351,ijd,352,1,267
352,ijd,353,1,310
353,ijd,354,0,751
354,ijd,355,2,78
355,ijd,356,1,1124
356,ijd,357,0,994
357,ijd,358,4,858
358,ijd,359,2,277
359,ijd,360,1,1170
360,ijd,361,0,365
361,ijd,362,0,693
362,ijd,363,2,761
363,ijd,364,0,987
364,ijd,365,2,1126
365,ijd,366,3,548
366,ijd,367,2,500
367,ijd,368,0,11
368,ijd,369,1,701
369,ijd,370,4,976
370,ijd,371,0,84
371,ijd,372,0,1201
372,ijd,373,4,975
373,ijd,374,1,96
374,ijd,375,0,1213
375,ijd,376,0,634
376,ijd,377,3,706
377,ijd,378,3,1012
378,ijd,379,4,635
379,ijd,380,4,361
380,ijd,381,2,62
381,ijd,382,3,155
382,ijd,383,2,1122
383,ijd,384,1,454
384,ijd,385,3,377
385,ijd,386,2,46
386,ijd,387,2,271
387,ijd,388,1,1064
388,ijd,389,0,576
389,ijd,390,3,121
390,ijd,391,2,1079
391,ijd,392,3,128
392,ijd,393,3,237
393,ijd,394,2,560
394,ijd,395,2,1170
395,ijd,396,1,473
396,ijd,397,2,478
397,ijd,398,2,891
398,ijd,399,1,1119
399,ijd,400,2,366
400,ijd,401,3,685
401,ijd,402,0,311
402,ijd,403,0,630
403,ijd,404,2,72
404,ijd,405,1,202
405,ijd,406,4,525
406,ijd,407,4,683
407,ijd,408,0,547
408,ijd,409,4,250
409,ijd,410,0,815
410,ijd,411,2,238
411,ijd,412,3,6
412,ijd,413,4,1016
413,ijd,414,0,1080
414,ijd,415,2,1068
415,ijd,416,3,861
416,ijd,417,1,556
417,ijd,418,3,628
418,ijd,419,4,181
419,ijd,420,0,830
420,ijd,421,3,400
421,ijd,422,2,821
422,ijd,423,2,378
423,ijd,424,2,734
424,ijd,425,3,387
425,ijd,426,4,1154
426,ijd,427,0,154
427,ijd,428,0,612
428,ijd,429,0,384
429,ijd,430,3,304
430,ijd,431,2,267
431,ijd,432,3,734
432,ijd,433,2,45
433,ijd,434,4,1096
434,ijd,435,2,348
435,ijd,436,2,977
436,ijd,437,4,490
437,ijd,438,0,82
438,ijd,439,3,210
439,ijd,440,0,71
440,ijd,441,2,424
441,ijd,442,2,489
442,ijd,443,0,11
443,ijd,444,4,840
444,ijd,445,0,627
445,ijd,446,2,854
446,ijd,447,2,786
447,ijd,448,2,1217
448,ijd,449,3,937
449,ijd,450,3,239
450,ijd,451,2,903
451,ijd,452,2,712
452,ijd,453,1,161
453,ijd,454,4,128
454,ijd,455,2,331
455,ijd,456,3,112
456,ijd,457,4,1072
457,ijd,458,3,720
458,ijd,459,3,755
459,ijd,460,4,266
460,ijd,461,3,278
461,ijd,462,3,413
462,ijd,463,3,1112
463,ijd,464,4,295
464,ijd,465,2,962
465,ijd,466,0,5
466,ijd,467,1,417
467,ijd,468,3,970
468,ijd,469,1,713
469,ijd,470,1,99
470,ijd,471,4,677
471,ijd,472,3,325
472,ijd,473,3,137
473,ijd,474,3,696
474,ijd,475,0,670
475,ijd,476,3,950
476,ijd,477,3,606
477,ijd,478,4,320
478,ijd,479,0,817
479,ijd,480,0,629
480,ijd,481,2,287
481,ijd,482,1,584
482,ijd,483,0,232
483,ijd,484,4,289
484,ijd,485,0,1098
485,ijd,486,3,273
486,ijd,487,1,288
487,ijd,488,0,693
488,ijd,489,0,1080
489,ijd,490,0,195
490,ijd,491,4,898
491,ijd,492,1,142
492,ijd,493,2,180
493,ijd,494,2,1122
494,ijd,495,4,973
495,ijd,496,2,1005
496,ijd,497,3,1128
497,ijd,498,1,93
498,ijd,499,2,843
499,ijd,500,2,1148
500,ijd,501,0,776
501,ijd,502,4,1162
502,ijd,503,4,578
503,ijd,504,2,1173
504,ijd,505,0,1177
505,ijd,506,0,203
506,ijd,507,4,394
507,ijd,508,0,383
508,ijd,509,4,934
509,ijd,510,1,471
510,ijd,511,2,1053
511,ijd,512,2,432
512,ijd,513,2,28
513,ijd,514,4,1040
514,ijd,515,2,926
515,ijd,516,2,522
516,ijd,517,4,533
517,ijd,518,0,1162
518,ijd,519,1,652
519,ijd,520,2,986
520,ijd,521,1,620
521,ijd,522,3,76
522,ijd,523,3,353
523,ijd,524,2,156
524,ijd,525,4,770
525,ijd,526,2,613
526,ijd,527,4,957
527,ijd,528,1,618
528,ijd,529,3,309
529,ijd,530,0,980
530,ijd,531,4,894
531,ijd,532,0,227
532,ijd,533,3,11
533,ijd,534,4,825
534,ijd,535,4,372
535,ijd,536,2,1147
536,ijd,537,4,1119
537,ijd,538,3,36
538,ijd,539,2,689
539,ijd,540,4,612
540,ijd,541,2,802
541,ijd,542,4,874
542,ijd,543,4,1215
543,ijd,544,1,1074
544,ijd,545,4,1182
545,ijd,546,4,26
546,ijd,547,4,751
547,ijd,548,0,1089
548,ijd,549,2,706
549,ijd,550,0,887
550,ijd,551,3,414
551,ijd,552,4,27
552,ijd,553,0,601
553,ijd,554,3,1116
554,ijd,555,1,557
555,ijd,556,1,774
556,ijd,557,0,352
557,ijd,558,2,307
558,ijd,559,3,11
559,ijd,560,0,100
560,ijd,561,4,649
561,ijd,562,0,1143
562,ijd,563,2,383
563,ijd,564,2,489
564,ijd,565,4,919
565,ijd,566,0,348
566,ijd,567,3,88
567,ijd,568,4,411
568,ijd,569,2,1120
569,ijd,570,3,699
570,ijd,571,1,1062
571,ijd,572,1,616
572,ijd,573,4,601
573,ijd,574,2,209
574,ijd,575,4,11
575,ijd,576,0,972
576,ijd,577,3,775
577,ijd,578,3,190
578,ijd,579,0,1151
579,ijd,580,2,1167
580,ijd,581,0,271
581,ijd,582,4,1152
582,ijd,583,4,440
583,ijd,584,0,77
584,ijd,585,2,722
585,ijd,586,2,283
586,ijd,587,3,116
587,ijd,588,2,14
588,ijd,589,3,510
589,ijd,590,1,1152
590,ijd,591,1,526
591,ijd,592,0,938
592,ijd,593,4,303
593,ijd,594,0,78
594,ijd,595,0,475
595,ijd,596,1,1191
596,ijd,597,3,1078
597,ijd,598,2,919
598,ijd,599,4,47
599,ijd,600,4,997
600,ijd,601,1,1156
601,ijd,602,3,860
602,ijd,603,1,945
603,ijd,604,2,1046
604,ijd,605,4,14
605,ijd,606,2,1039
606,ijd,607,1,124
607,ijd,608,2,425
608,ijd,609,3,690
609,ijd,610,0,1017
610,ijd,611,1,289
611,ijd,612,1,152
612,ijd,613,1,152
613,ijd,614,0,215
614,ijd,615,2,582
615,ijd,616,3,277
616,ijd,617,0,801
617,ijd,618,2,514
618,ijd,619,3,53
619,ijd,620,1,634
620,ijd,621,0,150
621,ijd,622,2,17
622,ijd,623,0,14
623,ijd,624,2,582
624,ijd,625,0,867
625,ijd,626,4,150
626,ijd,627,2,12
627,ijd,628,3,850
628,ijd,629,0,781
629,ijd,630,1,1105
630,ijd,631,3,750
631,ijd,632,0,567
632,ijd,633,0,1096
633,ijd,634,0,604
634,ijd,635,0,1157
635,ijd,636,2,293
636,ijd,637,2,161
637,ijd,638,4,971
638,ijd,639,1,512
639,ijd,640,1,690
640,ijd,641,4,213
641,ijd,642,1,937
642,ijd,643,1,3
643,ijd,644,1,267
644,ijd,645,0,868
645,ijd,646,4,548
646,ijd,647,1,834
647,ijd,648,4,714
648,ijd,649,1,76
649,ijd,650,2,747
650,ijd,651,2,305
651,ijd,652,0,244
652,ijd,653,2,186
653,ijd,654,1,225
654,ijd,655,2,533
655,ijd,656,3,411
656,ijd,657,4,877
657,ijd,658,2,278
658,ijd,659,4,249
659,ijd,660,1,924
660,ijd,661,3,443
661,ijd,662,4,107
662,ijd,663,3,243
663,ijd,664,1,799
664,ijd,665,1,275
665,ijd,666,0,584
666,ijd,667,1,1103
667,ijd,668,2,141
668,ijd,669,2,1209
669,ijd,670,2,195
670,ijd,671,3,1121
671,ijd,672,3,202
672,ijd,673,0,175
673,ijd,674,1,979
674,ijd,675,1,258
675,ijd,676,2,621
676,ijd,677,4,103
677,ijd,678,2,368
678,ijd,679,0,29
679,ijd,680,1,912
680,ijd,681,1,457
681,ijd,682,3,953
682,ijd,683,2,92
683,ijd,684,3,900
684,ijd,685,1,1057
685,ijd,686,0,89
686,ijd,687,1,386
687,ijd,688,2,468
688,ijd,689,0,819
689,ijd,690,1,387
690,ijd,691,0,976
691,ijd,692,3,1139
692,ijd,693,3,127
693,ijd,694,2,15
694,ijd,695,2,441
695,ijd,696,3,876
696,ijd,697,3,983
697,ijd,698,2,1046
698,ijd,699,2,631
699,ijd,700,2,1130
700,ijd,701,2,380
701,ijd,702,3,1060
702,ijd,703,4,1122
703,ijd,704,4,134
704,ijd,705,2,62
705,ijd,706,1,394
706,ijd,707,3,967
707,ijd,708,1,1003
708,ijd,709,0,1163
709,ijd,710,3,533
710,ijd,711,3,735
711,ijd,712,3,500
712,ijd,713,1,812
713,ijd,714,4,140
714,ijd,715,4,2
715,ijd,716,0,597
716,ijd,717,0,930
717,ijd,718,3,760
718,ijd,719,1,778
719,ijd,720,3,183
720,ijd,721,0,631
721,ijd,722,0,53
722,ijd,723,3,507
723,ijd,724,4,142
724,ijd,725,1,1092
725,ijd,726,0,765
726,ijd,727,1,5
727,ijd,728,0,660
728,ijd,729,2,96
729,ijd,730,1,91
730,ijd,731,3,35
731,ijd,732,4,206
732,ijd,733,4,512
733,ijd,734,0,1069
734,ijd,735,3,832
735,ijd,736,1,1142
736,ijd,737,3,57
737,ijd,738,0,417
738,ijd,739,1,384
739,ijd,740,1,112
740,ijd,741,1,949
741,ijd,742,4,976
742,ijd,743,0,1026
743,ijd,744,4,1047
744,ijd,745,4,142
745,ijd,746,3,867
746,ijd,747,4,55
747,ijd,748,4,671
748,ijd,749,1,954
749,ijd,750,4,1069
750,ijd,751,2,279
751,ijd,752,4,785
752,ijd,753,2,923
753,ijd,754,2,1142
754,ijd,755,0,196
755,ijd,756,4,763
756,ijd,757,4,331
757,ijd,758,4,99
758,ijd,759,1,160
759,ijd,760,0,863
760,ijd,761,3,461
761,ijd,762,1,296
762,ijd,763,2,1159
763,ijd,764,4,1023
764,ijd,765,0,293
765,ijd,766,3,364
766,ijd,767,0,728
767,ijd,768,1,1081
768,ijd,769,2,1061
769,ijd,770,0,286
770,ijd,771,2,846
771,ijd,772,2,152
772,ijd,773,1,2
773,ijd,774,4,727
774,ijd,775,0,1056
775,ijd,776,1,428
776,ijd,777,1,11
777,ijd,778,3,702
778,ijd,779,3,1127
779,ijd,780,3,549
780,ijd,781,3,74
781,ijd,782,0,538
782,ijd,783,4,652
783,ijd,784,3,895
784,ijd,785,4,332
785,ijd,786,4,386
786,ijd,787,2,585
787,ijd,788,4,408
788,ijd,789,0,356
789,ijd,790,2,65
790,ijd,791,0,355
791,ijd,792,4,661
792,ijd,793,3,1065
793,ijd,794,0,474
794,ijd,795,0,337
795,ijd,796,4,989
796,ijd,797,0,306
797,ijd,798,0,1157
798,ijd,799,3,273
799,ijd,800,3,312
800,ijd,801,4,80
801,ijd,802,0,36
802,ijd,803,0,209
803,ijd,804,0,470
804,ijd,805,2,916
805,ijd,806,4,844
806,ijd,807,4,206
807,ijd,808,3,1210
808,ijd,809,0,1064
809,ijd,810,1,776
810,ijd,811,0,933
811,ijd,812,3,754
812,ijd,813,4,932
813,ijd,814,2,552
814,ijd,815,3,617
815,ijd,816,1,1210
816,ijd,817,0,7
817,ijd,818,0,779
818,ijd,819,0,877
819,ijd,820,1,433
820,ijd,821,3,630
821,ijd,822,4,1198
822,ijd,823,3,201
823,ijd,824,3,142
824,ijd,825,0,252
825,ijd,826,2,1069
826,ijd,827,4,832
827,ijd,828,4,651
828,ijd,829,1,686
829,ijd,830,2,792
830,ijd,831,4,554
831,ijd,832,4,974
832,ijd,833,3,342
833,ijd,834,4,758
834,ijd,835,4,1078
835,ijd,836,0,169
836,ijd,837,4,205
837,ijd,838,1,331
838,ijd,839,4,1072
839,ijd,840,1,276
840,ijd,841,4,1174
841,ijd,842,4,711
842,ijd,843,1,256
843,ijd,844,0,289
844,ijd,845,3,1202
845,ijd,846,4,603
846,ijd,847,2,560
847,ijd,848,0,272
848,ijd,849,1,725
849,ijd,850,0,508
850,ijd,851,3,202
851,ijd,852,4,493
852,ijd,853,1,403
853,ijd,854,1,690
854,ijd,855,1,390
855,ijd,856,4,275
856,ijd,857,0,205
857,ijd,858,3,799
858,ijd,859,1,627
859,ijd,860,4,79
860,ijd,861,0,340
861,ijd,862,0,1181
862,ijd,863,0,1179
863,ijd,864,4,33
864,ijd,865,4,835
865,ijd,866,2,529
866,ijd,867,3,334
867,ijd,868,2,411
868,ijd,869,1,1095
869,ijd,870,4,353
870,ijd,871,4,393
871,ijd,872,0,665
872,ijd,873,4,880
873,ijd,874,0,293
874,ijd,875,2,104
875,ijd,876,2,570
876,ijd,877,4,1109
877,ijd,878,4,1097
878,ijd,879,1,1118
879,ijd,880,3,1046
880,ijd,881,0,953
881,ijd,882,0,716
882,ijd,883,4,660
883,ijd,884,0,586
884,ijd,885,2,463
885,ijd,886,1,773
886,ijd,887,2,38
887,ijd,888,0,286
888,ijd,889,1,1214
889,ijd,890,1,391
890,ijd,891,0,67
891,ijd,892,4,1076
892,ijd,893,1,688
893,ijd,894,0,107
894,ijd,895,1,94
895,ijd,896,3,286
896,ijd,897,4,579
897,ijd,898,2,33
898,ijd,899,0,768
899,ijd,900,3,268
900,ijd,901,4,1216
901,ijd,902,0,668
902,ijd,903,1,911
903,ijd,904,3,127
904,ijd,905,3,1174
905,ijd,906,4,462
906,ijd,907,4,448
907,ijd,908,1,1092
908,ijd,909,3,948
909,ijd,910,3,1090
910,ijd,911,3,114
911,ijd,912,1,138
912,ijd,913,1,413
913,ijd,914,4,1091
914,ijd,915,0,972
915,ijd,916,0,796
916,ijd,917,0,1108
917,ijd,918,4,163
918,ijd,919,0,971
919,ijd,920,0,520
920,ijd,921,2,328
921,ijd,922,4,1151
922,ijd,923,1,1200
923,ijd,924,2,1107
924,ijd,925,3,995
925,ijd,926,1,944
926,ijd,927,2,308
927,ijd,928,0,507
928,ijd,929,3,1027
929,ijd,930,0,1003
930,ijd,931,3,862
931,ijd,932,3,786
932,ijd,933,3,138
933,ijd,934,1,310
934,ijd,935,2,162
935,ijd,936,0,541
936,ijd,937,0,731
937,ijd,938,3,412
938,ijd,939,2,873
939,ijd,940,4,1127
940,ijd,941,3,939
941,ijd,942,0,747
942,ijd,943,2,454
943,ijd,944,4,209
944,ijd,945,0,453
945,ijd,946,1,1054
946,ijd,947,0,961
947,ijd,948,2,631
948,ijd,949,0,623
949,ijd,950,3,108
950,ijd,951,3,170
951,ijd,952,2,183
952,ijd,953,1,665
953,ijd,954,1,759
954,ijd,955,1,885
955,ijd,956,1,238
956,ijd,957,3,300
957,ijd,958,0,717
958,ijd,959,3,1
959,ijd,960,2,910
960,ijd,961,2,269
961,ijd,962,3,1064
962,ijd,963,2,400
963,ijd,964,1,618
964,ijd,965,3,559
965,ijd,966,4,497
966,ijd,967,2,333
967,ijd,968,3,1054
968,ijd,969,2,1172
969,ijd,970,0,568
970,ijd,971,3,553
971,ijd,972,3,37
972,ijd,973,0,78
973,ijd,974,4,729
974,ijd,975,2,807
975,ijd,976,0,1197
976,ijd,977,1,565
977,ijd,978,4,409
978,ijd,979,1,1139
979,ijd,980,4,577
980,ijd,981,1,646
981,ijd,982,0,242
982,ijd,983,2,564
983,ijd,984,1,982
984,ijd,985,3,721
985,ijd,986,0,774
986,ijd,987,0,237
987,ijd,988,3,978
988,ijd,989,0,557
989,ijd,990,3,763
990,ijd,991,3,195
991,ijd,992,2,739
992,ijd,993,1,1021
993,ijd,994,4,933
994,ijd,995,4,492
995,ijd,996,0,665
996,ijd,997,1,808
997,ijd,998,3,790
998,ijd,999,4,748
999,ijd,1000,2,211
1000,ijd,1001,2,671
1001,ijd,1002,0,298
1002,ijd,1003,3,440
1003,ijd,1004,3,148
1004,ijd,1005,1,176
1005,ijd,1006,3,911
1006,ijd,1007,1,355
1007,ijd,1008,4,435
1008,ijd,1009,4,183
1009,ijd,1010,3,1173
1010,ijd,1011,0,611
1011,ijd,1012,2,1103
1012,ijd,1013,4,476
1013,ijd,1014,0,745
1014,ijd,1015,2,290
1015,ijd,1016,2,216
1016,ijd,1017,1,201
1017,ijd,1018,1,855
1018,ijd,1019,3,503
1019,ijd,1020,3,1105
1020,ijd,1021,2,1088
1021,ijd,1022,1,421
1022,ijd,1023,2,83
1023,ijd,1024,1,103
1024,ijd,1025,2,217
1025,ijd,1026,4,1054
1026,ijd,1027,3,577
1027,ijd,1028,3,950
1028,ijd,1029,3,685
1029,ijd,1030,4,48
1030,ijd,1031,3,361
1031,ijd,1032,1,860
1032,ijd,1033,3,376
1033,ijd,1034,0,942
1034,ijd,1035,4,469
1035,ijd,1036,2,343
1036,ijd,1037,3,668
1037,ijd,1038,2,987
1038,ijd,1039,2,1013
1039,ijd,1040,0,237
1040,ijd,1041,1,124
1041,ijd,1042,0,509
1042,ijd,1043,4,1185
1043,ijd,1044,1,819
1044,ijd,1045,2,1053
1045,ijd,1046,0,294
1046,ijd,1047,0,417
1047,ijd,1048,0,135
1048,ijd,1049,0,686
1049,ijd,1050,3,1125
1050,ijd,1051,3,648
1051,ijd,1052,0,309
1052,ijd,1053,3,1216
1053,ijd,1054,3,682
1054,ijd,1055,4,972
1055,ijd,1056,2,1052
1056,ijd,1057,0,844
1057,ijd,1058,3,379
1058,ijd,1059,3,285
1059,ijd,1060,4,1068
1060,ijd,1061,2,70
1061,ijd,1062,0,145
1062,ijd,1063,2,136
1063,ijd,1064,4,780
1064,ijd,1065,0,346
1065,ijd,1066,2,904
1066,ijd,1067,1,486
1067,ijd,1068,0,396
1068,ijd,1069,3,921
1069,ijd,1070,3,1129
1070,ijd,1071,4,243
1071,ijd,1072,2,65
1072,ijd,1073,1,317
1073,ijd,1074,0,952
1074,ijd,1075,1,1145
1075,ijd,1076,4,1140
1076,ijd,1077,4,848
1077,ijd,1078,1,781
1078,ijd,1079,4,776
1079,ijd,1080,4,244
1080,ijd,1081,4,0
1081,ijd,1082,4,268
1082,ijd,1083,0,363
1083,ijd,1084,4,249
1084,ijd,1085,4,60
1085,ijd,1086,0,1165
1086,ijd,1087,0,518
1087,ijd,1088,0,833
1088,ijd,1089,4,736
1089,ijd,1090,0,502
1090,ijd,1091,4,648
1091,ijd,1092,0,490
1092,ijd,1093,2,748
1093,ijd,1094,3,959
1094,ijd,1095,3,23
1095,ijd,1096,1,1172
1096,ijd,1097,4,190
1097,ijd,1098,2,653
1098,ijd,1099,1,416
1099,ijd,1100,4,770
1100,ijd,1101,0,269
1101,ijd,1102,4,1056
1102,ijd,1103,3,131
1103,ijd,1104,4,1050
1104,ijd,1105,2,481
1105,ijd,1106,1,891
1106,ijd,1107,1,1128
1107,ijd,1108,0,665
1108,ijd,1109,2,1111
