bgFolder : //background/INRIA/
clothFolder : //textures/cloth/color/
comment : This is the first batch task definition
date : 10.19
name : Human Parsing
outputFolder : /q/cache/human_parsing/
pantFolder : //textures/cloth/color/
tasktype : HumanParsingTask
rowId,mode,backgroundId,frameId,clothId,pantId
298,ipjd,840,298,1,0
299,ipjd,66,299,2,4
300,ipjd,809,300,1,1
301,ipjd,180,301,4,1
302,ipjd,356,302,4,2
303,ipjd,909,303,3,3
304,ipjd,669,304,4,2
305,ipjd,368,305,2,4
306,ipjd,765,306,0,1
307,ipjd,652,307,1,2
308,ipjd,925,308,2,1
309,ipjd,477,309,1,4
310,ipjd,142,310,1,1
311,ipjd,1189,311,0,1
312,ipjd,1189,312,2,3
313,ipjd,745,313,4,3
314,ipjd,655,314,4,1
315,ipjd,204,315,4,0
316,ipjd,509,316,2,1
317,ipjd,1061,317,1,4
318,ipjd,979,318,2,0
319,ipjd,523,319,3,3
320,ipjd,841,320,4,3
321,ipjd,104,321,1,3
322,ipjd,222,322,0,2
323,ipjd,470,323,0,3
324,ipjd,203,324,0,2
325,ipjd,72,325,4,1
326,ipjd,897,326,0,4
327,ipjd,612,327,3,1
328,ipjd,66,328,2,3
329,ipjd,259,329,1,1
330,ipjd,807,330,0,0
331,ipjd,639,331,3,2
332,ipjd,172,332,4,2
333,ipjd,732,333,4,2
334,ipjd,460,334,4,2
335,ipjd,356,335,3,4
336,ipjd,382,336,3,3
337,ipjd,555,337,0,2
338,ipjd,921,338,1,2
339,ipjd,706,339,1,1
340,ipjd,362,340,1,0
341,ipjd,555,341,0,2
342,ipjd,703,342,1,4
343,ipjd,369,343,4,3
344,ipjd,795,344,1,4
345,ipjd,1030,345,4,2
346,ipjd,1130,346,3,2
347,ipjd,867,347,2,1
348,ipjd,903,348,1,0
349,ipjd,505,349,0,3
350,ipjd,887,350,4,4
351,ipjd,1126,351,1,3
352,ipjd,1075,352,4,3
353,ipjd,535,353,1,0
354,ipjd,114,354,2,1
355,ipjd,1073,355,2,3
356,ipjd,128,356,2,2
357,ipjd,675,357,3,0
358,ipjd,1148,358,1,3
359,ipjd,718,359,0,1
360,ipjd,235,360,2,3
361,ipjd,33,361,3,0
362,ipjd,868,362,2,0
363,ipjd,134,363,4,2
364,ipjd,1005,364,1,0
365,ipjd,738,365,0,4
366,ipjd,524,366,4,0
367,ipjd,1102,367,0,0
368,ipjd,378,368,3,2
369,ipjd,97,369,4,3
370,ipjd,147,370,3,2
371,ipjd,533,371,1,3
372,ipjd,887,372,0,4
373,ipjd,411,373,2,1
374,ipjd,203,374,4,4
375,ipjd,257,375,4,3
376,ipjd,786,376,1,0
377,ipjd,252,377,4,4
378,ipjd,843,378,1,2
379,ipjd,360,379,3,4
380,ipjd,434,380,0,4
381,ipjd,615,381,2,2
382,ipjd,455,382,1,1
383,ipjd,583,383,4,2
384,ipjd,1019,384,0,4
385,ipjd,934,385,0,3
386,ipjd,957,386,1,2
387,ipjd,305,387,2,1
388,ipjd,440,388,2,4
389,ipjd,1189,389,1,3
390,ipjd,676,390,0,1
391,ipjd,1048,391,1,1
392,ipjd,212,392,0,1
393,ipjd,87,393,0,4
394,ipjd,613,394,1,4
395,ipjd,914,395,3,1
396,ipjd,778,396,1,3
397,ipjd,1056,397,3,4
398,ipjd,1000,398,0,4
399,ipjd,289,399,2,4
400,ipjd,820,400,3,3
401,ipjd,531,401,4,2
402,ipjd,31,402,0,1
403,ipjd,1140,403,2,0
404,ipjd,1137,404,4,0
405,ipjd,975,405,3,4
406,ipjd,1201,406,4,1
407,ipjd,1116,407,3,1
408,ipjd,601,408,2,2
409,ipjd,123,409,2,3
410,ipjd,1202,410,0,3
411,ipjd,365,411,4,4
412,ipjd,824,412,2,4
413,ipjd,807,413,2,4
414,ipjd,1089,414,1,0
415,ipjd,221,415,0,2
416,ipjd,470,416,0,0
417,ipjd,820,417,0,4
418,ipjd,709,418,2,2
419,ipjd,948,419,4,4
420,ipjd,731,420,1,3
421,ipjd,762,421,3,3
422,ipjd,837,422,4,3
423,ipjd,490,423,4,3
424,ipjd,189,424,0,4
425,ipjd,255,425,2,2
426,ipjd,253,426,0,1
427,ipjd,1061,427,1,4
428,ipjd,957,428,0,3
429,ipjd,171,429,1,1
430,ipjd,671,430,2,3
431,ipjd,455,431,0,2
432,ipjd,364,432,1,3
433,ipjd,710,433,2,2
434,ipjd,1035,434,0,4
435,ipjd,68,435,3,1
436,ipjd,360,436,1,1
437,ipjd,594,437,1,1
438,ipjd,798,438,1,3
439,ipjd,1080,439,3,3
440,ipjd,1217,440,0,0
441,ipjd,1202,441,4,1
442,ipjd,479,442,0,2
443,ipjd,733,443,0,2
444,ipjd,501,444,1,0
445,ipjd,191,445,4,2
446,ipjd,787,446,0,4
447,ipjd,1010,447,3,4
448,ipjd,518,448,2,3
449,ipjd,994,449,1,4
450,ipjd,397,450,0,1
451,ipjd,651,451,1,2
452,ipjd,913,452,2,2
453,ipjd,1095,453,1,1
454,ipjd,350,454,1,3
455,ipjd,614,455,4,3
456,ipjd,817,456,1,0
457,ipjd,1043,457,4,3
458,ipjd,69,458,1,4
459,ipjd,973,459,2,1
460,ipjd,24,460,2,3
461,ipjd,625,461,4,2
462,ipjd,564,462,4,2
463,ipjd,320,463,1,1
464,ipjd,843,464,1,0
465,ipjd,1042,465,3,2
466,ipjd,231,466,4,0
467,ipjd,307,467,2,2
468,ipjd,761,468,4,3
469,ipjd,15,469,0,1
470,ipjd,383,470,1,3
471,ipjd,975,471,1,2
472,ipjd,5,472,2,2
473,ipjd,13,473,2,2
474,ipjd,1021,474,2,3
475,ipjd,436,475,4,3
476,ipjd,140,476,3,2
477,ipjd,1173,477,1,1
478,ipjd,899,478,1,1
479,ipjd,769,479,4,4
480,ipjd,1043,480,0,2
481,ipjd,973,481,1,2
482,ipjd,823,482,3,1
483,ipjd,259,483,0,2
484,ipjd,1014,484,2,3
485,ipjd,95,485,4,0
486,ipjd,593,486,3,0
487,ipjd,630,487,3,4
488,ipjd,84,488,1,0
489,ipjd,441,489,1,3
490,ipjd,1177,490,3,3
491,ipjd,95,491,2,3
492,ipjd,1175,492,1,4
493,ipjd,652,493,0,3
494,ipjd,1087,494,4,4
495,ipjd,731,495,1,0
496,ipjd,976,496,3,3
497,ipjd,261,497,4,0
498,ipjd,310,498,1,4
499,ipjd,163,499,2,3
500,ipjd,1074,500,3,2
501,ipjd,344,501,1,0
502,ipjd,291,502,0,0
503,ipjd,1052,503,2,2
504,ipjd,284,504,3,0
505,ipjd,531,505,2,2
506,ipjd,1097,506,1,4
507,ipjd,738,507,4,2
508,ipjd,1130,508,2,4
509,ipjd,450,509,2,1
510,ipjd,48,510,3,3
511,ipjd,74,511,2,2
512,ipjd,648,512,0,4
513,ipjd,472,513,3,0
514,ipjd,81,514,1,4
515,ipjd,851,515,2,0
516,ipjd,894,516,2,0
517,ipjd,536,517,2,4
518,ipjd,705,518,4,4
519,ipjd,511,519,4,2
520,ipjd,359,520,0,0
521,ipjd,353,521,4,3
522,ipjd,722,522,2,2
523,ipjd,32,523,3,2
524,ipjd,22,524,0,3
525,ipjd,969,525,0,2
526,ipjd,333,526,2,1
527,ipjd,824,527,0,2
528,ipjd,732,528,2,3
529,ipjd,423,529,1,3
530,ipjd,1079,530,4,1
531,ipjd,1019,531,0,4
532,ipjd,506,532,0,3
533,ipjd,972,533,3,0
534,ipjd,164,534,2,1
535,ipjd,885,535,1,2
536,ipjd,815,536,1,1
537,ipjd,1032,537,1,0
538,ipjd,656,538,4,1
539,ipjd,49,539,1,4
540,ipjd,700,540,1,1
541,ipjd,640,541,4,3
542,ipjd,1112,542,1,3
543,ipjd,1032,543,4,4
544,ipjd,479,544,0,4
545,ipjd,232,545,0,4
546,ipjd,1142,546,2,4
547,ipjd,358,547,0,0
548,ipjd,470,548,1,2
549,ipjd,285,549,1,0
550,ipjd,19,550,2,3
551,ipjd,338,551,3,3
552,ipjd,587,552,3,4
553,ipjd,801,553,3,0
554,ipjd,318,554,0,3
555,ipjd,394,555,4,1
556,ipjd,1140,556,0,2
557,ipjd,637,557,2,4
558,ipjd,1145,558,0,1
559,ipjd,517,559,3,2
560,ipjd,465,560,1,2
561,ipjd,254,561,1,1
562,ipjd,135,562,4,2
563,ipjd,576,563,2,1
564,ipjd,866,564,4,2
565,ipjd,290,565,4,4
566,ipjd,59,566,1,4
567,ipjd,995,567,4,0
568,ipjd,431,568,0,1
569,ipjd,213,569,1,3
570,ipjd,175,570,2,3
571,ipjd,169,571,1,3
572,ipjd,1202,572,2,3
573,ipjd,730,573,3,4
574,ipjd,483,574,2,4
575,ipjd,688,575,1,2
576,ipjd,792,576,3,4
577,ipjd,670,577,2,4
578,ipjd,1179,578,1,2
579,ipjd,532,579,4,0
580,ipjd,204,580,2,1
581,ipjd,842,581,0,0
582,ipjd,713,582,4,2
583,ipjd,341,583,3,1
584,ipjd,788,584,3,0
585,ipjd,164,585,2,2
586,ipjd,506,586,3,0
587,ipjd,966,587,1,4
588,ipjd,730,588,2,4
589,ipjd,837,589,4,2
590,ipjd,655,590,4,1
591,ipjd,52,591,3,3
592,ipjd,1001,592,1,3
593,ipjd,643,593,1,2
594,ipjd,447,594,3,1
595,ipjd,133,595,4,4
596,ipjd,773,596,0,1
597,ipjd,824,597,0,2
598,ipjd,906,598,1,0
599,ipjd,151,599,1,0
600,ipjd,999,600,1,1
601,ipjd,942,601,1,4
602,ipjd,889,602,1,3
603,ipjd,661,603,1,1
604,ipjd,878,604,1,4
605,ipjd,579,605,4,0
606,ipjd,304,606,1,3
607,ipjd,1051,607,4,4
608,ipjd,644,608,1,4
609,ipjd,1173,609,1,4
610,ipjd,879,610,1,4
611,ipjd,174,611,4,3
612,ipjd,1073,612,1,3
613,ipjd,1004,613,3,4
614,ipjd,582,614,4,0
615,ipjd,235,615,1,2
616,ipjd,1129,616,3,0
617,ipjd,292,617,4,4
618,ipjd,1059,618,1,3
619,ipjd,307,619,1,4
620,ipjd,583,620,0,3
621,ipjd,726,621,3,2
622,ipjd,695,622,3,0
623,ipjd,572,623,1,0
624,ipjd,110,624,3,4
625,ipjd,65,625,1,4
626,ipjd,1115,626,3,3
627,ipjd,1119,627,3,4
628,ipjd,380,628,1,3
629,ipjd,827,629,1,4
630,ipjd,856,630,0,3
631,ipjd,1010,631,3,4
632,ipjd,663,632,0,4
633,ipjd,67,633,3,2
634,ipjd,1038,634,1,4
635,ipjd,517,635,2,1
636,ipjd,418,636,0,2
637,ipjd,665,637,4,1
638,ipjd,861,638,0,1
639,ipjd,846,639,1,0
640,ipjd,1209,640,4,1
641,ipjd,83,641,0,1
642,ipjd,256,642,3,0
643,ipjd,587,643,4,1
644,ipjd,81,644,0,4
645,ipjd,260,645,4,1
646,ipjd,157,646,3,2
647,ipjd,30,647,3,0
648,ipjd,766,648,3,3
649,ipjd,1165,649,4,3
650,ipjd,466,650,4,2
651,ipjd,575,651,1,2
652,ipjd,969,652,4,4
653,ipjd,280,653,4,1
654,ipjd,792,654,1,2
655,ipjd,1127,655,2,4
656,ipjd,1122,656,4,2
657,ipjd,916,657,3,3
658,ipjd,249,658,3,3
659,ipjd,207,659,0,2
660,ipjd,332,660,4,2
661,ipjd,321,661,0,3
662,ipjd,243,662,0,1
663,ipjd,1171,663,2,3
664,ipjd,236,664,2,1
665,ipjd,1208,665,4,2
666,ipjd,1079,666,3,3
667,ipjd,919,667,1,1
668,ipjd,233,668,1,3
669,ipjd,709,669,4,4
670,ipjd,834,670,0,2
671,ipjd,671,671,0,4
672,ipjd,86,672,0,4
673,ipjd,88,673,1,4
674,ipjd,605,674,1,0
675,ipjd,777,675,2,2
676,ipjd,1041,676,3,1
677,ipjd,212,677,3,3
678,ipjd,1215,678,0,4
679,ipjd,632,679,3,4
680,ipjd,1026,680,0,2
681,ipjd,819,681,0,3
682,ipjd,661,682,0,2
683,ipjd,732,683,1,0
684,ipjd,427,684,3,4
685,ipjd,1028,685,1,0
686,ipjd,168,686,2,2
687,ipjd,59,687,4,4
688,ipjd,104,688,1,0
689,ipjd,642,689,3,1
690,ipjd,364,690,1,2
691,ipjd,221,691,0,4
692,ipjd,927,692,2,3
693,ipjd,341,693,1,3
694,ipjd,1132,694,1,1
695,ipjd,342,695,1,2
696,ipjd,160,696,2,3
697,ipjd,263,697,2,2
698,ipjd,309,698,2,3
699,ipjd,1109,699,1,4
700,ipjd,1006,700,0,4
701,ipjd,1147,701,2,1
702,ipjd,118,702,3,2
703,ipjd,595,703,0,3
704,ipjd,425,704,4,2
705,ipjd,958,705,2,1
706,ipjd,961,706,3,4
707,ipjd,1192,707,1,4
708,ipjd,585,708,1,4
709,ipjd,566,709,2,4
710,ipjd,315,710,1,2
711,ipjd,26,711,0,0
712,ipjd,643,712,1,2
713,ipjd,899,713,3,1
714,ipjd,979,714,0,3
715,ipjd,965,715,1,1
716,ipjd,623,716,1,3
717,ipjd,549,717,1,0
718,ipjd,1081,718,3,4
719,ipjd,507,719,0,3
720,ipjd,734,720,1,3
721,ipjd,349,721,2,2
722,ipjd,494,722,2,1
723,ipjd,239,723,4,0
724,ipjd,712,724,1,3
725,ipjd,178,725,0,4
726,ipjd,774,726,0,1
727,ipjd,782,727,4,1
728,ipjd,884,728,1,3
729,ipjd,463,729,4,3
730,ipjd,789,730,1,1
731,ipjd,83,731,1,0
732,ipjd,701,732,0,2
733,ipjd,1026,733,3,4
734,ipjd,395,734,0,1
735,ipjd,800,735,4,1
736,ipjd,36,736,2,0
737,ipjd,1032,737,3,0
738,ipjd,898,738,4,4
739,ipjd,609,739,4,3
740,ipjd,63,740,4,1
741,ipjd,695,741,3,0
742,ipjd,892,742,1,1
743,ipjd,581,743,3,1
744,ipjd,626,744,4,2
745,ipjd,556,745,2,4
746,ipjd,283,746,2,3
747,ipjd,19,747,1,0
748,ipjd,86,748,4,4
749,ipjd,1084,749,1,2
750,ipjd,631,750,0,2
751,ipjd,399,751,2,4
752,ipjd,337,752,4,4
753,ipjd,18,753,1,2
754,ipjd,825,754,0,4
755,ipjd,275,755,4,1
756,ipjd,19,756,4,3
757,ipjd,390,757,0,0
758,ipjd,772,758,1,1
759,ipjd,2,759,1,3
760,ipjd,68,760,2,4
761,ipjd,1151,761,3,4
762,ipjd,297,762,1,3
763,ipjd,99,763,3,0
764,ipjd,365,764,2,0
765,ipjd,155,765,1,3
766,ipjd,831,766,0,1
767,ipjd,933,767,0,3
768,ipjd,549,768,4,0
769,ipjd,108,769,0,3
770,ipjd,607,770,1,3
771,ipjd,872,771,3,1
772,ipjd,1154,772,4,3
773,ipjd,128,773,3,2
774,ipjd,1183,774,1,0
775,ipjd,421,775,3,2
776,ipjd,934,776,1,2
777,ipjd,277,777,1,3
778,ipjd,836,778,3,1
779,ipjd,864,779,1,0
780,ipjd,191,780,3,1
781,ipjd,391,781,3,2
782,ipjd,954,782,4,4
783,ipjd,28,783,1,1
784,ipjd,303,784,1,3
785,ipjd,699,785,1,1
786,ipjd,1011,786,1,0
787,ipjd,97,787,4,3
788,ipjd,668,788,3,3
789,ipjd,252,789,2,0
790,ipjd,833,790,4,4
791,ipjd,587,791,4,3
792,ipjd,1173,792,4,4
793,ipjd,308,793,0,2
794,ipjd,25,794,4,4
795,ipjd,1041,795,2,0
796,ipjd,412,796,1,2
797,ipjd,350,797,4,0
798,ipjd,741,798,3,1
799,ipjd,1024,799,4,4
800,ipjd,268,800,0,4
801,ipjd,570,801,3,2
802,ipjd,360,802,3,4
803,ipjd,1214,803,3,0
804,ipjd,1096,804,4,4
805,ipjd,1145,805,0,3
806,ipjd,626,806,3,1
807,ipjd,877,807,2,3
808,ipjd,651,808,1,3
809,ipjd,731,809,1,0
810,ipjd,583,810,1,3
811,ipjd,982,811,4,2
812,ipjd,855,812,4,4
813,ipjd,150,813,1,1
814,ipjd,935,814,4,1
815,ipjd,661,815,1,2
816,ipjd,307,816,3,0
817,ipjd,118,817,1,0
818,ipjd,1086,818,3,3
819,ipjd,1195,819,0,1
820,ipjd,448,820,1,4
821,ipjd,599,821,2,2
822,ipjd,202,822,0,3
823,ipjd,332,823,1,0
824,ipjd,546,824,4,4
825,ipjd,296,825,3,1
826,ipjd,409,826,1,1
827,ipjd,779,827,4,2
828,ipjd,663,828,4,4
829,ipjd,740,829,4,3
830,ipjd,149,830,2,3
831,ipjd,427,831,2,1
832,ipjd,578,832,2,0
833,ipjd,233,833,4,1
834,ipjd,599,834,4,3
835,ipjd,736,835,4,2
836,ipjd,662,836,3,0
837,ipjd,726,837,4,0
838,ipjd,39,838,1,0
839,ipjd,890,839,2,1
840,ipjd,276,840,1,4
841,ipjd,176,841,4,4
842,ipjd,40,842,4,0
843,ipjd,994,843,3,4
844,ipjd,680,844,4,0
845,ipjd,317,845,3,0
846,ipjd,482,846,3,0
847,ipjd,1157,847,4,1
848,ipjd,977,848,1,1
849,ipjd,960,849,3,2
850,ipjd,344,850,2,2
851,ipjd,1148,851,2,3
852,ipjd,492,852,1,0
853,ipjd,282,853,0,4
854,ipjd,65,854,1,4
855,ipjd,830,855,2,3
856,ipjd,641,856,1,0
857,ipjd,1138,857,1,4
858,ipjd,217,858,1,0
859,ipjd,1145,859,1,4
860,ipjd,184,860,4,1
861,ipjd,463,861,2,1
862,ipjd,527,862,2,4
863,ipjd,346,863,3,0
864,ipjd,467,864,3,4
865,ipjd,1078,865,2,2
866,ipjd,230,866,0,4
867,ipjd,750,867,0,4
868,ipjd,403,868,3,2
869,ipjd,476,869,4,0
870,ipjd,822,870,3,0
871,ipjd,247,871,3,0
872,ipjd,682,872,2,1
873,ipjd,604,873,0,0
874,ipjd,265,874,4,3
875,ipjd,336,875,4,0
876,ipjd,1011,876,1,4
877,ipjd,402,877,4,2
878,ipjd,577,878,0,1
879,ipjd,1116,879,4,1
880,ipjd,211,880,2,4
881,ipjd,539,881,2,2
882,ipjd,362,882,2,4
883,ipjd,518,883,2,2
884,ipjd,325,884,0,2
885,ipjd,316,885,2,4
886,ipjd,637,886,2,2
887,ipjd,111,887,4,1
888,ipjd,255,888,1,4
889,ipjd,942,889,2,1
890,ipjd,1134,890,3,4
891,ipjd,963,891,4,0
892,ipjd,546,892,3,1
893,ipjd,368,893,2,3
894,ipjd,553,894,0,3
895,ipjd,840,895,2,1
896,ipjd,937,896,2,4
897,ipjd,54,897,0,4
898,ipjd,249,898,3,4
899,ipjd,474,899,1,2
900,ipjd,511,900,4,0
901,ipjd,213,901,0,0
902,ipjd,441,902,4,4
903,ipjd,513,903,4,1
