bgFolder : //background/INRIA/
clothFolder : //textures/cloth/upper/
comment : This is the first batch task definition
date : 10.20
name : Human Parsing
outputFolder : /q/cache/human_parsing/
pantsFolder : //textures/cloth/lower/
tasktype : HumanParsingTask
rowId,mode,backgroundId,frameId,clothId,pantId
493,ipjd,84,493,1,3
494,ipjd,861,494,4,3
495,ipjd,413,495,1,0
496,ipjd,1191,496,0,2
497,ipjd,466,497,3,2
498,ipjd,715,498,4,3
499,ipjd,520,499,0,3
500,ipjd,369,500,2,3
501,ipjd,1073,501,0,2
502,ipjd,1197,502,2,3
503,ipjd,564,503,0,3
504,ipjd,950,504,4,2
505,ipjd,1,505,1,3
506,ipjd,1180,506,4,0
507,ipjd,560,507,3,1
508,ipjd,33,508,4,2
509,ipjd,130,509,1,0
510,ipjd,530,510,2,3
511,ipjd,378,511,0,3
512,ipjd,475,512,4,2
513,ipjd,551,513,0,3
514,ipjd,515,514,4,3
515,ipjd,236,515,1,0
516,ipjd,859,516,4,1
517,ipjd,924,517,1,2
518,ipjd,53,518,3,0
519,ipjd,998,519,1,0
520,ipjd,590,520,3,2
521,ipjd,586,521,3,2
522,ipjd,468,522,2,0
523,ipjd,480,523,0,1
524,ipjd,473,524,3,2
525,ipjd,116,525,1,1
526,ipjd,951,526,2,1
527,ipjd,897,527,0,1
528,ipjd,771,528,4,0
529,ipjd,989,529,0,3
530,ipjd,621,530,1,2
531,ipjd,342,531,0,2
532,ipjd,45,532,1,0
533,ipjd,151,533,1,2
534,ipjd,502,534,3,0
535,ipjd,424,535,2,1
536,ipjd,837,536,3,3
537,ipjd,1033,537,1,2
538,ipjd,475,538,0,1
539,ipjd,462,539,2,2
540,ipjd,437,540,0,0
541,ipjd,976,541,0,0
542,ipjd,785,542,1,0
543,ipjd,474,543,4,2
544,ipjd,740,544,4,3
545,ipjd,1026,545,0,3
546,ipjd,574,546,4,2
547,ipjd,423,547,0,1
548,ipjd,893,548,4,1
549,ipjd,875,549,4,3
550,ipjd,510,550,0,1
551,ipjd,334,551,4,2
552,ipjd,1210,552,0,1
553,ipjd,171,553,2,0
554,ipjd,510,554,1,1
555,ipjd,1095,555,3,3
556,ipjd,1136,556,0,0
557,ipjd,993,557,1,2
558,ipjd,271,558,3,2
559,ipjd,604,559,0,3
560,ipjd,332,560,2,2
561,ipjd,38,561,4,2
562,ipjd,1027,562,1,1
563,ipjd,48,563,0,2
564,ipjd,722,564,0,2
565,ipjd,756,565,1,0
566,ipjd,107,566,2,3
567,ipjd,666,567,4,0
568,ipjd,565,568,0,1
569,ipjd,303,569,3,2
570,ipjd,581,570,0,2
571,ipjd,661,571,2,3
572,ipjd,140,572,0,0
573,ipjd,1077,573,4,2
574,ipjd,1211,574,2,1
575,ipjd,356,575,1,0
576,ipjd,501,576,1,2
577,ipjd,175,577,2,0
578,ipjd,32,578,4,3
579,ipjd,176,579,3,0
580,ipjd,794,580,3,3
581,ipjd,1127,581,0,2
582,ipjd,900,582,3,1
583,ipjd,548,583,3,3
584,ipjd,555,584,3,0
585,ipjd,963,585,3,3
586,ipjd,424,586,4,1
587,ipjd,878,587,2,3
588,ipjd,792,588,0,2
589,ipjd,1162,589,2,2
590,ipjd,370,590,2,3
591,ipjd,872,591,2,0
592,ipjd,797,592,0,3
593,ipjd,559,593,3,0
594,ipjd,831,594,3,0
595,ipjd,96,595,4,0
596,ipjd,510,596,0,0
597,ipjd,789,597,0,0
598,ipjd,766,598,2,1
599,ipjd,188,599,3,1
600,ipjd,601,600,4,2
601,ipjd,523,601,0,3
602,ipjd,468,602,3,1
603,ipjd,997,603,3,0
604,ipjd,627,604,3,2
605,ipjd,77,605,1,2
606,ipjd,540,606,0,3
607,ipjd,719,607,4,1
608,ipjd,1133,608,2,3
609,ipjd,704,609,0,1
610,ipjd,1107,610,3,0
611,ipjd,784,611,2,0
612,ipjd,1096,612,3,1
613,ipjd,132,613,4,1
614,ipjd,817,614,0,1
615,ipjd,406,615,2,3
616,ipjd,693,616,1,1
617,ipjd,552,617,0,2
618,ipjd,362,618,2,2
619,ipjd,828,619,1,1
620,ipjd,1197,620,0,0
621,ipjd,1207,621,2,2
622,ipjd,1023,622,0,2
623,ipjd,246,623,3,3
624,ipjd,780,624,1,1
625,ipjd,727,625,3,2
626,ipjd,956,626,0,3
627,ipjd,501,627,3,1
628,ipjd,954,628,1,0
629,ipjd,434,629,0,1
630,ipjd,1202,630,4,3
631,ipjd,786,631,3,3
632,ipjd,450,632,0,2
633,ipjd,721,633,1,1
634,ipjd,735,634,2,2
635,ipjd,636,635,3,3
636,ipjd,1063,636,4,0
637,ipjd,381,637,4,3
638,ipjd,1112,638,4,1
639,ipjd,633,639,1,3
640,ipjd,334,640,3,1
641,ipjd,191,641,3,2
642,ipjd,912,642,1,0
643,ipjd,485,643,1,3
644,ipjd,1108,644,0,1
645,ipjd,606,645,1,2
646,ipjd,1183,646,4,2
647,ipjd,58,647,0,2
648,ipjd,865,648,3,2
649,ipjd,457,649,0,3
650,ipjd,985,650,2,1
651,ipjd,969,651,1,0
652,ipjd,221,652,4,3
653,ipjd,322,653,0,3
654,ipjd,252,654,2,1
655,ipjd,347,655,0,3
656,ipjd,313,656,3,2
657,ipjd,1157,657,1,1
658,ipjd,727,658,4,1
659,ipjd,250,659,2,2
660,ipjd,898,660,4,1
661,ipjd,867,661,0,1
662,ipjd,745,662,3,2
663,ipjd,1130,663,0,2
664,ipjd,380,664,1,0
665,ipjd,551,665,1,0
666,ipjd,602,666,0,2
667,ipjd,725,667,4,2
668,ipjd,493,668,4,1
669,ipjd,1186,669,0,2
670,ipjd,807,670,4,0
671,ipjd,1205,671,3,1
672,ipjd,464,672,4,3
673,ipjd,511,673,3,0
674,ipjd,534,674,3,1
675,ipjd,748,675,1,1
676,ipjd,133,676,2,0
677,ipjd,1199,677,2,2
678,ipjd,957,678,1,3
679,ipjd,818,679,1,1
680,ipjd,128,680,1,1
681,ipjd,1193,681,2,2
682,ipjd,942,682,4,0
683,ipjd,4,683,2,2
684,ipjd,1080,684,3,1
685,ipjd,474,685,4,0
686,ipjd,198,686,1,0
687,ipjd,4,687,2,1
688,ipjd,913,688,4,0
689,ipjd,562,689,2,3
690,ipjd,442,690,4,0
691,ipjd,221,691,4,3
692,ipjd,283,692,3,1
693,ipjd,849,693,2,2
694,ipjd,836,694,2,1
695,ipjd,622,695,2,2
696,ipjd,823,696,4,3
697,ipjd,66,697,3,3
698,ipjd,844,698,1,3
699,ipjd,1007,699,2,0
700,ipjd,1169,700,2,2
701,ipjd,603,701,2,0
702,ipjd,116,702,2,0
703,ipjd,791,703,0,0
704,ipjd,745,704,4,0
705,ipjd,441,705,2,2
706,ipjd,566,706,1,1
707,ipjd,346,707,2,2
708,ipjd,596,708,0,3
709,ipjd,610,709,3,1
710,ipjd,967,710,3,0
711,ipjd,1191,711,2,0
712,ipjd,95,712,2,1
713,ipjd,927,713,2,3
714,ipjd,333,714,0,1
715,ipjd,1112,715,2,0
716,ipjd,1066,716,2,0
717,ipjd,126,717,2,1
718,ipjd,484,718,3,3
719,ipjd,312,719,2,0
720,ipjd,1163,720,3,1
721,ipjd,1086,721,1,1
722,ipjd,372,722,4,3
723,ipjd,177,723,0,2
724,ipjd,721,724,2,1
725,ipjd,537,725,1,0
726,ipjd,721,726,1,0
727,ipjd,591,727,0,2
728,ipjd,108,728,0,3
729,ipjd,1041,729,4,0
730,ipjd,271,730,2,3
731,ipjd,274,731,4,2
732,ipjd,286,732,0,2
733,ipjd,119,733,4,0
734,ipjd,171,734,0,0
735,ipjd,265,735,0,2
736,ipjd,751,736,4,2
737,ipjd,468,737,2,3
738,ipjd,725,738,3,3
739,ipjd,905,739,2,0
740,ipjd,25,740,4,3
741,ipjd,940,741,1,3
742,ipjd,1148,742,2,1
743,ipjd,24,743,3,3
744,ipjd,841,744,1,2
745,ipjd,520,745,2,3
746,ipjd,58,746,4,2
747,ipjd,616,747,4,3
748,ipjd,212,748,4,2
749,ipjd,140,749,0,0
750,ipjd,153,750,3,1
751,ipjd,315,751,1,0
752,ipjd,1099,752,2,2
753,ipjd,272,753,2,0
754,ipjd,990,754,1,3
755,ipjd,635,755,2,1
756,ipjd,568,756,2,3
757,ipjd,897,757,4,0
758,ipjd,1182,758,2,3
759,ipjd,342,759,2,2
760,ipjd,1018,760,1,1
761,ipjd,1056,761,2,1
762,ipjd,16,762,1,0
763,ipjd,1115,763,3,3
764,ipjd,1071,764,2,1
765,ipjd,585,765,3,2
766,ipjd,834,766,2,0
767,ipjd,34,767,2,0
768,ipjd,44,768,1,1
769,ipjd,414,769,2,0
770,ipjd,1168,770,1,0
771,ipjd,598,771,2,1
772,ipjd,107,772,3,2
773,ipjd,744,773,0,1
774,ipjd,496,774,0,1
775,ipjd,1052,775,2,1
776,ipjd,0,776,3,2
777,ipjd,1090,777,2,0
778,ipjd,535,778,1,0
779,ipjd,328,779,4,3
780,ipjd,389,780,4,0
781,ipjd,549,781,0,0
782,ipjd,1105,782,1,2
783,ipjd,896,783,3,2
784,ipjd,1103,784,0,1
785,ipjd,59,785,1,0
786,ipjd,1091,786,0,2
787,ipjd,262,787,0,0
788,ipjd,532,788,2,2
789,ipjd,113,789,0,1
790,ipjd,675,790,0,1
791,ipjd,189,791,2,3
792,ipjd,380,792,0,1
793,ipjd,410,793,2,2
794,ipjd,621,794,3,1
795,ipjd,402,795,2,2
796,ipjd,671,796,3,0
797,ipjd,1162,797,4,0
798,ipjd,790,798,4,0
799,ipjd,487,799,4,0
800,ipjd,877,800,4,1
801,ipjd,211,801,2,3
802,ipjd,560,802,4,2
803,ipjd,664,803,0,3
804,ipjd,286,804,2,3
805,ipjd,741,805,3,3
806,ipjd,837,806,1,3
807,ipjd,1153,807,1,0
808,ipjd,1080,808,4,2
809,ipjd,598,809,4,1
810,ipjd,827,810,4,0
811,ipjd,162,811,3,3
812,ipjd,430,812,0,1
813,ipjd,552,813,4,2
814,ipjd,876,814,0,3
815,ipjd,462,815,4,3
816,ipjd,354,816,1,2
817,ipjd,242,817,3,0
818,ipjd,1034,818,2,2
819,ipjd,999,819,1,0
820,ipjd,717,820,1,2
821,ipjd,494,821,2,0
822,ipjd,493,822,3,3
823,ipjd,793,823,0,2
824,ipjd,47,824,3,2
825,ipjd,273,825,4,0
826,ipjd,589,826,4,0
827,ipjd,367,827,2,3
828,ipjd,193,828,2,1
829,ipjd,150,829,2,0
830,ipjd,53,830,0,1
831,ipjd,637,831,0,2
832,ipjd,209,832,4,0
833,ipjd,1042,833,2,3
834,ipjd,849,834,1,2
835,ipjd,46,835,1,1
836,ipjd,1100,836,1,0
837,ipjd,773,837,1,3
838,ipjd,1099,838,2,2
839,ipjd,355,839,3,0
840,ipjd,263,840,2,0
841,ipjd,655,841,0,2
842,ipjd,933,842,4,1
843,ipjd,931,843,0,1
844,ipjd,349,844,2,1
845,ipjd,1179,845,3,3
846,ipjd,110,846,0,2
847,ipjd,716,847,0,2
848,ipjd,163,848,2,3
849,ipjd,82,849,0,2
850,ipjd,1158,850,2,3
851,ipjd,936,851,0,1
852,ipjd,670,852,0,0
853,ipjd,260,853,2,0
854,ipjd,97,854,4,3
855,ipjd,812,855,3,1
856,ipjd,771,856,0,0
857,ipjd,183,857,0,0
858,ipjd,853,858,0,2
859,ipjd,363,859,1,1
860,ipjd,1078,860,4,3
861,ipjd,702,861,4,2
862,ipjd,879,862,4,0
863,ipjd,473,863,2,1
864,ipjd,1110,864,2,0
865,ipjd,362,865,2,1
866,ipjd,1187,866,4,1
867,ipjd,1085,867,3,3
868,ipjd,887,868,1,3
869,ipjd,349,869,1,1
870,ipjd,931,870,1,0
871,ipjd,333,871,0,2
872,ipjd,581,872,4,3
873,ipjd,145,873,2,3
874,ipjd,12,874,0,3
875,ipjd,877,875,3,3
876,ipjd,808,876,2,0
877,ipjd,1018,877,4,1
878,ipjd,1199,878,3,3
879,ipjd,845,879,2,0
880,ipjd,155,880,4,1
881,ipjd,627,881,4,0
882,ipjd,1018,882,2,2
883,ipjd,406,883,4,3
884,ipjd,514,884,1,0
885,ipjd,335,885,4,0
886,ipjd,118,886,3,0
887,ipjd,1022,887,0,1
888,ipjd,811,888,3,1
889,ipjd,873,889,0,1
890,ipjd,878,890,4,0
891,ipjd,580,891,0,1
892,ipjd,745,892,4,3
893,ipjd,381,893,4,3
894,ipjd,987,894,0,0
895,ipjd,1188,895,2,0
896,ipjd,530,896,3,2
897,ipjd,598,897,2,3
898,ipjd,131,898,2,0
899,ipjd,27,899,0,3
900,ipjd,184,900,2,2
901,ipjd,963,901,4,3
902,ipjd,585,902,1,2
903,ipjd,353,903,1,1
